
#TribeTown #Indians #ClevelandIndians Eugene Robinson: Look! Nature is telling us something http:// dld.bz/gcwzj	0	0	
Beaumont, TX native @JayBruce87 is matching up to $100K in donations to CIC to help Harvey recovery! Donate now! http:// atmlb.com/2iH52Ek pic.twitter.com/xYx792RL60	933	2393	
Cleveland Indians OF Jay Bruce to match donations up to $100K for Harvey relief http:// on.wkyc.com/2vCYPey Photo: USA TODAY Sports pic.twitter.com/8yNbS5enVO	151	587	
LPSMSJWJD RE ENOJADOS LOS YANKEES https:// twitter.com/enyaumanzr/sta tus/902680697181274112 …	1	2	
oh yeah no doubt, there are sooooooooo many indians	0	0	
Right 14.23 ERA vs Indians	0	1	
Milan takes set 3 25 to 6. Great win tonight lady Indians . #weRmilan	7	18	
pic.twitter.com/5Ig9UVrC2C	0	0	
1952 BERK ROSS GENE WOODLING ( YANKEES ) SGC 88 NM/MT 8 http:// ift.tt/2wHrenF	0	0	
Well at least it's not the Yankees doing it to you.	0	1	
Indians , outfielder Jay Bruce team up to aid Harvey victims http:// dlvr.it/PjW3lN pic.twitter.com/8pu0gWQGZ1	0	0	
*Sigh* no Yankees tonight, guess I'll fipe	0	1	
This is used by Indians as toilet paper.	0	0	
Llaveros personalizados solicita informes #crochet #handmade #pug #Yankees en Hidalgo del… https://www. instagram.com/p/BYZaFs9j1Fq/	1	0	
Indians , outfielder Jay Bruce team up to aid Harvey victims http://www. foxsports.com/mlb/story/indi ans-outfielder-jay-bruce-team-up-to-aid-harvey-victims-082917 … #umRei #TimBeta #RT #SDV	0	0	
That's like the #Yankees trolling the #Mets It's just beneath them. Doesn't make them look good. https:// twitter.com/sinow/status/9 02668456268582917 …	0	0	
The @Yankees game got postponed, more @GameOfThrones it is.	0	0	
Staten Island added a run in the fifth on a Sac Fly by Kendall Coleman. 2-0 Yankees half way through the game.	0	0	
Miguel Andujar cranks a home run for @swbrailriders ! His 16th of the season. #Yankees #MiLB	1	1	
Miguel Andujar HR (16) @swbrailriders @Yankees	0	0	
Done! GO TRIBE!	1	1	
With moral support from the '27 Yankees . https:// twitter.com/_scottreid/sta tus/902629838279856128 …	0	2	
Top of the order up for Lady Indians JV.	0	0	
Another traditional double header tomorrow in NYC , come on @Indians lets make it happen next season at Prog. Field . Split twin bills suck	0	0	
27? And wait till he hears that the Yankees used to be the Baltimore Orioles.	0	0	
I'm a total sox fan. Indians ?	0	0	
Mother Nature is not helping Yankees catch the Red Sox - #NewYork Post https:// goo.gl/czKvq1 pic.twitter.com/saGleKLjGv	0	1	
A bunch of rich Yankees using coded language to announce they don't like being called privileged or want to justify their own prejudice https:// twitter.com/theatlantic/st atus/902673036146597889 …	0	0	
@Braverman_TDN por último David cuando se cumplirán las suspensiones de los yankees . Por la bronca con los tigres de Detroit? Saludos	0	0	
@Indians "hold my beer" https:// twitter.com/12upSport/stat us/902680290962927620 …	0	1	
#TribeTown #Indians #ClevelandIndians How To Transform A Fixer-Upper http:// dld.bz/gcuT5	0	0	
Rain Leaves Yankees With Doubleheader Before Key Boston Series. https://www. nytimes.com/2017/08/29/spo rts/baseball/yankees-indians-rained-out.html?partner=rss&emc=rss …	0	0	
Indians , outfielder Jay Bruce team up to aid Harvey victims https:// goo.gl/9QzVSA #mlb	0	0	
Indians also destroying him every time	0	1	
10/8/95	0	0	
#Yankees	0	0	
" Indians , outfielder Jay Bruce team up to aid Harvey victims " http:// ift.tt/2xweBsY	0	0	
#Marauders vs. Yankees Game 2 - TBA vs. Jose Pena (2-2, 2.49 ERA)	0	0	
@UniWatch some really cool advertising in my grandpa's 63 Twins scorecard against the Yankees . pic.twitter.com/sktdyX8udy	1	53	
Check out Russell Branyan #WW8 Cleveland Indians Fleer Tradition Who To Watch Subset 2000 http://www. ebay.com/itm/Russell-Br anyan-Fleer-Tradition-Cleveland-Indians-Who-To-Watch-Subset-WW8-2000-/252446094342?roken=cUgayN&soutkn=ZM8DJS … via @eBay	0	0	
Yankees !	0	0	
Staten Island Yankees drop 3rd straight against Lowell - http:// doublegsports.com/staten-island- yankees-drop-3rd-straight-lowell/ … pic.twitter.com/yHwocuCG46	1	1	
That's penny's in the bank compared to how many people Western Europeans have killed since the beginning of TIME.. Indians , Africans, Jews	0	0	
*unless he's facing the Indians https:// twitter.com/12upSport/stat us/902680290962927620 …	13	73	
Rain Leaves Yankees With Doubleheader Before Key Boston Series http:// ift.tt/2iGDEq4	0	0	
Heard it was supposed to be Merritt going in game 2?????	0	0	
Blue jays announcers regarding Red Sox being swept by Indians in playoffs last year:"Before you could look their season was over." #Yankees	0	1	
#TribeTown #Indians #ClevelandIndians Beacon Journal editorial board: Arpaio, Trump and the pardon http:// dld.bz/gcwzk	0	0	
Indians , outfielder Jay Bruce team up to aid Harvey victims https:// goo.gl/fb/Nk23wF	0	0	
Harvey help: Indians , Jay Bruce working together to benefit SE Texas https:// goo.gl/fb/6bX9vN	0	0	
#TribeTown #Indians #ClevelandIndians Goodyear incorporates soybean oil into commercial tire treads for first .. http:// dld.bz/gcvWg	0	0	
Well since the sox won game one. I don't think that is possible.	0	0	
Enjoying Reading @FlavaFraz21 Go Back At These Fake Ass Yankees Fans Talking Their Trash. Frazier Has Had My Support Since His Reds Debut.	0	0	
Rain Leaves Yankees With Doubleheader Before Key Boston Series https:// plow.io/post/rain-leav es-yankees-with-doubleheader-before-key-boston-series?utm_source=Twitter&utm_campaign=Major_League_Baseball … +1 BaseballBot #baseball #MLB	0	0	
No company	0	0	
Glad to have such a great guy on our team @Indians @JayBruce87 ! https:// twitter.com/wkyc/status/90 2673056459608065 …	0	1	
Is Yankees general manager Brian Cashman headed to Miami? http:// dlvr.it/PjW2K1 via @yanksgoyardFS pic.twitter.com/10NS3gPeAs	0	0	
