
Yankees only half-game back of Red Sox . Victory today could put them in first place.	0	0	
. @hughnich6 Sox Elite '18 CINF/RHP 2-2 in big W in pool play @Cincy_Flames Dinger Bat WS. @drubes7 Sox Elite '18 SS big RBI late in game.	2	7	
chicagotribune​.com >> Rick Renteria on Melky Cabrera's impact on White Sox clubhouse http:// buzztap.com/-Wqb56D	0	0	
THESE LIBERALS WHINING AND CRYING-MORE WINNING.... CHELSEAS A POLITICAL FIGURE NOW-NOT CHILD RUNNING AROUND THE WHITE HOUSE-GAME FOR ATTACKS	0	0	
El Guaranteed Rate Field; de los White Sox ; al sur de la ciudad de Chicago. Los locales enfrentan a los Cleveland Indians pic.twitter.com/FbioKZDRKC	0	1	
@keithlaw Do you see Melky Cabrera getting dealt before the deadline? If so, where? (Presuming White Sox cover 75-80% of remaining salary)	0	0	
Knowing the Indians there gonna lose to one off the worst teams then sweep the Red Sox and Yankees	0	0	
Cleveland Indians vs. Chicago White Sox : Live updates and chat, Game 101 http:// dlvr.it/PZGm1J #Tribe	0	0	
Treating myself to 7 dollar seats: White Sox vs. Cleveland. pic.twitter.com/U9FlsV5btA	0	1	
Amazing seats, great weather! Let's go White Sox !	0	0	
Only going to the White Sox game to cheer on @Dutch_Oven45	0	0	
. @tbenson06 Sox Elite '18 SS/RHP 6IP 1ER 6K & 1-3 1R in 3-2 W vs Patriots Elite @Cincy_Flames Dinger Bat WS.	0	5	
CHELSEAS GROWN AND IN THE GAME-SHE'S NOT 10 ANYMORE RUNNING AROUND THE WHITE HOUSE, GOING TO SCHOOL---- CHELSEA'S TOTAL GAME-SHE PLAYIN'	0	1	
It's Christmas in July at the White Sox game. Enjoying the caroling in shorts. #Howthesouthmustfeel pic.twitter.com/YArNik6UAv	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// ift.tt/XZ6lyL	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// ift.tt/XZ6lyL	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// ift.tt/XZ6lyL	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// ift.tt/XZ6lyL	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// ift.tt/XZ6lyL	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// ift.tt/XZ6lyL	0	0	
http:// ift.tt/XZ6lyL Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) #WhiteSox	1	0	
The white Sox are not playing having a fire sale EVERYBODY must goo	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// ift.tt/XZ6lyL	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN)	0	0	
vía @ESPN : Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// espn.go.com/mlb/	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) pic.twitter.com/1hXCbK0XB8	0	0	
@Boltsfan4ever1 he's a white Sox 's fan https:// twitter.com/sox_enthusiast /status/891076091535863808 …	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// espn.go.com/mlb/	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// espn.go.com/mlb/	0	0	
Rumor Central: White Sox P Derek Holland drawing interest - http:// MLB.com (ESPN) http:// espn.go.com/mlb/	0	0	
Sox Elite '18 Fox team 3-1 in pool play @Cincy_Flames Dinger Wood Bat WS. Beats Patriots Elite 3-2 w/ @nickfushi23 walk off RBI hit.	0	5	
I'm at Guaranteed Rate Field - @whitesox for Cleveland Indians at Chicago White Sox in Chicago, IL w/ @blunted215 https://www. swarmapp.com/c/280HOoZE8ix	0	0	
Silver lining about Sox dropping to 2nd place? People can finally stop saying "sure they're scuffling, but they're in 1st place"	0	0	
They're singing Christmas Carols at the White Sox game. This is why I'm a Yankees fan.	0	2	
Tips to survive #WhiteSoxRebuild : 5. Do not attend #CrosstownCup games at Wrigley South ( Sox Park) until the White Sox are competitive again	0	0	
Ugh, only have a white Sox feed of game on Sirius while on the road. Hoping 1100 comes thru soon.	0	7	
Cool. The Knights are the farm team of the Chicago White Sox . Have a wonderful time and tomorrow you show everyone how it's done.	0	1	
Yankees have real shot at AL East crown with Red Sox in disarray http:// nydn.us/2w7lVJW	0	0	
Being relegated to CSN+ in favor of White Sox /Cleveland is bugging me more than it should.	0	1	
RHP Chris Tillman (1-5, 7.01) is 0-5 with a 7.64 ERA in his last 12 starts since winning in his season debut vs. the White Sox on May 7.	0	0	
Trade deadline waiting game: Will the White Sox 's Melky Cabrera be the next to go? http:// trib.in/2w7Q4ZG via @ChiTribSkrbina pic.twitter.com/xsAaLyPF76	0	2	
I'm pretty sure Vienna Beef hot dogs can't be that good if the White Sox are giving them away for $1/dog, @NerdPyle http:// deadspin.com/white-sox-atte mpt-to-lure-fans-using-cheap-cased-meat-1797348901 …	0	5	
Yoan Moncada batting cleanup for White Sox against Indians http:// zestynews.com/post/3596021?u tm_source=zesty_whitesox&utm_medium=Zesty-Twitter … pic.twitter.com/oIsyL9eCjR	0	1	
Us true White Sox fans still love you	0	0	
#playball #whitesox #southside (@Guaranteed Rate Field - @whitesox for Cleveland Indians at Chicago White Sox ) https://www. swarmapp.com/c/fnCfrlyeF8v	0	0	
The next couple of years offer a lot of opportunity to carve out a role to the guys left in the White Sox bullpen https:// theathletic.com/79524/2017/07/ 28/depleted-white-sox-bullpen-dealing-with-its-new-reality/ …	0	2	
White Sox (39-60) continue their eight-game homestand after starting 0-2 against CHC. They are just 1-11 since the All-Star break.	0	0	
Wow David Price!!! I wonder if under your Sox uniform there is a #Yankees tshirt? #RedSox	0	0	
Man you got me fucked up Yesterday amari was wearing a red Sox hat today you wearing a Yankees hat.. Which one is it? https:// twitter.com/platano_maduro 1/status/891065119970660352 …	0	0	
chicagotribune​.com >> Trade deadline waiting game: Will White Sox 's Melky Cabrera be the next to go? http:// buzztap.com/-XLCxrm	0	0	
prayer circle for @junkknightie to be able to come to the white sox game tn and HANG OUT WITH ME – bei U.S. Cellular Field	0	0	
the white sox say hi back	0	1	
2017 CHICAGO WHITE SOX STADIUM CLUB PASSES (O'HARE) $5 http:// ift.tt/2uJ46RT	0	0	
Saw a little boy wearing a White Sox jersey and carrying a Cubs backpack. He was on his way to Busch Stadium	0	1	
White *	0	0	
#sports - (4) Tickets - NY Yankees v. Boston Red Sox , Sunday 9/3/17 @8pm Yankee Stadium http:// dlvr.it/PZGdNr pic.twitter.com/SwyQ6syGN3	0	1	
Today in 1960s Baseball: Tigers 6, White Sox 4 – Gates Brown homers (10th) w/ 2 RBIs (1964) http:// bit.ly/2uBcTHe pic.twitter.com/kez5UHoXyu	3	5	
#Windians #RallyTogether #RollTribe Game 101 Open Thread: Indians vs. White Sox http:// dld.bz/fXh5N	0	0	
R boys will shine,GO YOU WHITE SOX !!!!!	0	0	
*Looks at the trades White Sox have pulled off to ensure tons of great prospects and a great future* pic.twitter.com/sB8uHp6Ye6	0	2	
Peor Record, Grandes Ligas: 1.PHILLIES, 35-64 / 2.GIANTS, 40-63 / 3. WHITE SOX , 39-60 / 4REDS, 41-61 / 5.ATHLETICS, 44-58.	0	0	
Matt Oswalt took a crack at the 10-year-old tweeting Barron Trump is wandering around the White House right now looking for stuff to burn.	0	1	
Look what I found on Mercari! Chicago White Sox New Era Hat ... posted by CoryCranksOutHats https:// item.mercari.com/gl/m8532117446 8/ …	0	0	
And the Sox are losing. Come on guys I can taste first place again!	1	3	
Game 101 Open Thread: Indians vs. White Sox http:// itspronouncedlajaway.com/2017/07/28/gam e-101-open-thread-indians-vs-white-sox/?utm_source=dlvr.it&utm_medium=twitter&utm_campaign=_tribetimenow … via @IPLajaway	0	0	
White Sox Elite - Fox (17U) - 3, Patriots Elite (17U) - 2 #1617DingerWS	0	0	
I will literally root for any team in the post season over the Dodgers. Yankees , cubs, red Sox , dbacks. Dodgers fans are already so bad	0	2	
Matt Davidson leads the White Sox and ranks fourth among major-league rookies with 19 home runs this season. MORE: http:// atmlb.com/2v5cyO4 pic.twitter.com/VauB1IKAtX	11	82	
Yankees have real shot at AL East crown with Red Sox in disarray http:// ift.tt/2vRm05u	0	0	
2017 Chicago clusterfucks, ranked: 1: The Blackhawks playoff "run" 2: Pokemon Go fest 3: The White Sox	0	1	
Wish the White Sox would have found a way to steal, whoops, ACQUIRE Honeywell. This kid is the real deal	0	0	
The last thing the Red Sox needed while playing like shit: The Yankees playing well, Kansas City playing well, Cleveland playing well.	0	0	
I'm at Guaranteed Rate Field - @whitesox for Cleveland Indians at Chicago White Sox in Chicago, IL https://www. swarmapp.com/c/cmEjlQXU3ff	0	1	
White Sox +1.5 Giants +1.5 Giants under 8 Pirates -1.5	0	0	
Because Maddon realizes that his performance against minor league White Sox pitchers doesn't mean	0	0	
Si los Red sox traspasan a Benintendi me vuelvo de los Yankees ...	0	0	
Demand Command - Higgs (17U) - 7, White Sox Elite - Maziur (17U) - 0 #1617DingerWS	0	0	
I'm at Guaranteed Rate Field - @whitesox for Cleveland Indians at Chicago White Sox in Chicago, IL https://www. swarmapp.com/c/aeCSWQyxEJj	0	1	
Yankees have real shot at AL East crown with Red Sox in disarray http:// ift.tt/2vRm05u pic.twitter.com/pJ45skVKF6	0	0	
White Sox Elite '21 3B @willduff21 stops w/Family @MudHens game to watch @JimAdduci23 in RF on first stop of Vaca!! pic.twitter.com/3lyTolZCSy	1	14	
There are only 11 White Sox players remaining from the Opening Day 25-man roster. #WhiteSoxTalk	9	30	
Per White Sox notes, they currently have 11 out of the 25 guys on their Opening Day roster active for tonight’s game	2	4	
Mejor Record, Liga Américana: 1.ASTROS, 67-34 / 2.INDIANS, 55-45 / 3RED SOX , 56-47 / 4. YANKEES , 54-46 / 5.ROYALS, 53-47.	0	0	
Forget this convo @Cam_Zod I see you a Red Sox fan. How them Ls from my Yankees feel?!	0	0	
I don't see white sox fans go to wrigley dressed in sox gear unless the damn sox are playing they annoy the hell outta me	0	3	
Found this in my grandfather's @whitesox collection. The first edition White Sox Yearbook! pic.twitter.com/qAOM43Alni	2	16	
Indians En White Sox 08:10PM CLE: Danny Salazar (W-L 3-5) (1)Carlos Santana (1B) (4)Edwin Encarnacion (DH) (5)Jose Ramirez (2B)	0	0	
Peor Record, Liga Américana: 1. WHITE SOX , 39-60 / 2.ATHLETICS, 44-58 / 3.TIGERS, 45-55 / 4BLUE JAYS, 48-54 / 5.ORIOLES, 48-53.	0	0	
Game Thread: Indians at White Sox 8:00 PM ET http:// ift.tt/2eVmmUx - Go to the link to find online streams of the event, enjoy.	0	0	
Game 101 Open Thread: Indians vs. White Sox http:// itspronouncedlajaway.com/2017/07/28/gam e-101-open-thread-indians-vs-white-sox/ …	0	1	
Time to put some space between the Sox and the Yankees !	0	0	
It will always be Comiskey to me! #southside — attending Chicago White Sox vs. Cleveland Indians at Guaranteed... http:// fb.me/1p9e3Ged1	0	0	
Pure Lock recommends White Sox +259 tonight. Details here: https://www. sportscapping.com/pure-lock.html /#one_free_pick …	0	0	
@MIKE_CAVS_UK has @TheRealSlamtana and I got @DannySalazar67 !!! Game against White Sox @8:10 p.m.!!! #RallyTogether	0	0	
'I could talk all day about my job:' Meet Cubs and White Sox ushers on the front line http://www. chicagotribune.com/sports/basebal l/cubs/ct-ushers-cubs-white-sox-spt-0728-20170727-story.html … pic.twitter.com/2qudxnfADQ #Cu …	0	0	
'I could talk all day about my job:' Meet Cubs and White Sox ushers on the front line http://www. chicagotribune.com/sports/basebal l/cubs/ct-ushers-cubs-white-sox-spt-0728-20170727-story.html … pic.twitter.com/8zfCbvatGW	0	1	
BABE DAHLGREN RED SOX , YANKEES , PIRATES 1940's AUTOGRAPHED ALBUM SHEET - RARE http:// dlvr.it/PZGQWP pic.twitter.com/LH1aRLxOfp	0	0	
Literally the second-best White Sox pitcher of this decade was once very much considered "filler".	0	2	
Cleveland Indians vs. Chicago White Sox : Live updates and chat, Game 101 #Cleveland #bhive http:// dld.bz/fXhpd	0	0	
Cubs > White Sox	1	4	
nydailynews​.com >> Yankees have real shot at AL East crown with Red Sox in disarray http:// buzztap.com/-X7C9SF	0	0	
OTD in 1940 Charlie "King Kong" Keller hits 3-solo home runs for a #Yankees 10-9 win over the Chicago White Sox . #YankeesHistory pic.twitter.com/v5BAuhOj7a	1	0	
Yankees have real shot at AL East crown with Red Sox in disarray http://www. postperhour.com/2017/07/28/yan kees-have-real-shot-at-al-east-crown-with-red-sox-in-disarray/ … pic.twitter.com/Ng6iRxxlLN	0	0	
@benshapiro Sorry, Ben...but your precious White Sox are going down today. #gotribe	0	0	
Anyone want free white sox nosebleed seats? Game starts at 7:10	1	0	
He had played for the Yankees , Braves, Royals, Giants, Blue Jays, and white sox !! That's a ton of teams!!	0	0	
#Indians at #White Sox , (D.Salazar vs D.Holland) 8:10 pm ET, B-R Game Stat Sheet: https://www. baseball-reference.com/previews/2017/ CHA201707280.shtml … #getready	1	2	
Red Sox (56-47) enter tonight's contest a 1/2 game ahead of the Yankees for first in the AL East. Red Sox are 29-18 at home.	0	1	
White Sox pitchers don't need pickoff moves when all the do is give up bombs.	0	0	
tag yourself I'm me wearing my 1989 world tour hat to a white sox game because it totally looks like a sox hat!!!!!!!!!!	0	4	
Yankees have real shot at AL East crown with Red Sox in disarray http:// nydn.us/2vfJJPv pic.twitter.com/LbefPitnwY	0	0	
Over 9.5 indians/ white sox	0	0	
7/28 #swagbookkc plays Royals/Red Sox Over 9 Yankees -1.5 (+107) Marlins -123 Astros -159 #freepicks #mlbpicks #swagbookkc	0	0	
The white sox came to the hospital today and they asked me if I wanted to meet them. I said no	0	11	
Chicago White Sox - Cleveland Indians betting tip. Read in full > http:// zpr.io/P4D4N . Baseball - MLB league. Here we go with one very i	0	0	
Coming to tonight's game? A limited number of White Sox Ugly Christmas hats are available on the @MLB Ballpark app's Upgrade Menu! pic.twitter.com/BkNuYF1q6H	37	119	
I wish we could play another series against the White Sox . That was fun and relatively easy wins. @Wadesworld2 @CHICAGOSPORT14 @CubWin	0	2	
Starting lineups for tonight's White Sox vs Tribe game. pic.twitter.com/iu9ygw6zYv	0	2	
Watch: Indians- White Sox in Game of the Day (Yahoo Sports) http:// beitrag.news4sport.de/?p=780255	0	0	
@NathanWurtzel I'll be watching the low A affiliate of your Yankees play the Red Sox A affiliate here in Greenville tonight.	0	0	
2 or 4 WHITE SOX VS INDIANS TIX 7/29 GREAT SEATS SEC 129 W/PARKING! (Chicago (e-delivery available)) $50 http:// ift.tt/2tQHMZJ	0	0	
Series preview: Indians at White Sox Tonight's matchup: Danny Salazar vs. Derek Holland (7:10 p.m., CSN) http:// trib.in/2u3rJCS pic.twitter.com/ITuxpFgYIV	0	0	
no white sox ?	0	0	
GM Rick Hahn stays busy as White Sox continue to rebuild @jcohenap http:// apne.ws/2TWjD5z	1	3	
Watch: Indians- White Sox in Game of the Day (Yahoo Sports) http:// dlvr.it/PZG9tR	0	0	
@AdamtheBullFAN Indians are 7-0 in last 7 & White Sox are 0-9 in Holland’s last 9 following a team loss.	0	0	
Teams that aren't coming: Red Sox , Yankees , Giants, Cubs maybe a few more.	0	0	
@TimAnderson7 There's love for you in White Sox Country. We're in this together. Go Sox !	0	0	
On a scale of 1-10, how sad would you be if the White Sox trade OF Melky Cabrera?	1	7	
#BearsNation #Bears #ChicagoBears 'I could talk all day about my job:' Meet Cubs and White Sox ushers on the f.. http:// dld.bz/fXhba	0	0	
Even back then the Sox and Yankees had it going	0	0	
#MLBPicks STL Cardinals - ARI Dbacks u8.5 @1.75 CHI White Sox - CLE Indians u10.5 @1.60 MIL Brewers - CHI Cubs u9.5 @1.60	0	0	
Not meant to insult his talents... they are appreciated. Just a different take on a rebuild as opposed to what the White Sox are doing.	0	0	
Should I take white sox ML	0	0	
Thank you, White Sox , for sending me an email reminding me the game I bought tickets for is tomorrow. I would have totally forgot	0	0	
'I could talk all day about my job:' Meet Cubs and White Sox ushers on the front line http:// fw.to/oAKAzL	0	0	
Schwarber Hit a No Doubter! Chicago Cubs vs Chicago White Sox Vlog!: http:// youtu.be/-eRQx_Qf08w?a via @YouTube	0	2	
7/28 picks: Blue jays -146 Red sox -154 Rangers -146 White sox +210 #mlb #free #picks	0	0	
Who would ever thing that white Sox in the MLB barely have white socks!	0	0	
