
Here's more detail on what we are about and trying to do to help Puerto Rico. @runhopework Thanks https://www. facebook.com/liz.ortizrodri guez/posts/10156684691829167 …,0,1
Astros head into playoffs with bright future built on a sometimes painful plan http://www. houstonchronicle.com/sports/astros/ article/Astros-head-into-playoffs-with-bright-future-12242140.php&cmpid=twitter-premium … via @HoustonChron,0,1
Oo yall got @astros ones @buildabear ? https:// twitter.com/eatjaredtweets /status/913778364598628353 …,0,0
AL Division Series: Red Sox over Astros & Indians over Yankees NL Division Series: Dodgers over Diamondbacks & Cubs over Nationals,0,1
Más les cuesta que arranquen a batear por que si no Los Astros los van a dejar en el Diamante. Que se dejen de vaina y se pongan a batear,0,0
Soooo excited to be covering the Red Sox/ Astros ALDS! I’m looking forward to my first time in both Fenway Park and Minute Maid!,0,3
Sticking with the Astros ... CHC def. WSH ARZ def. LAD HOU def. BOS CLE def. NYY CS: ARZ def. CHC HOU def. CLE WS: HOU def. ARZ,0,3
I'd probably go Dodgers Astros  twins nats tbh,0,1
unlikely but baseball is weird. its astros /indians v cubs or dodgers.,0,1
Game 163: Yanks D'Backs LDS: Indians Astros  Nats Dodgers LCS: Indians Dodgers WS: Indians,0,0
I am now pulling for the Astros until the end of the postseason,0,0
Predicted #Astros start times Fri: 4pm CDT Cleveland goes early again Nationals get prime time Dodgers late slot (2/2),0,0
THANK YOU!!!!,0,0
Just to borrow for the playoffs. So we could see Trout play for the Astros or something.,1,0
Yay! Can both sleep easy. Red Sox beat Astros  so Indians have homefield throughout playoffs regardless. 'Just' gotta win those series now.,0,0
AL: Wild Card Game: Twins v Yanks in the Bronx DS:Red Sox v Astros (G1 in Houston) Indians v WC winner(G1 in Cleveland),0,0
Haciendo la previa para PmP con el Rusito David Lebón en el Teatro Astros !!! http:// fb.me/62qGJGXER,0,0
I mean the Indians I am ok with. But the Astros ?!,0,0
Well if we being realistic have u seen sale's last 5 starts vs the astros ?,1,1
honestly anyone but the dodgers and Cubs,0,0
Predicted #Astros start times Thurs: 8pm CDT (only other game is Cleveland Which will get the 4pm start due to Eastern time zone (1/2),0,0
Red Sox top Astros 6-3 to clinch AL East division http:// us.blastingnews.com/sports/2017/09 /red-sox-top-astros-6-3-to-clinch-al-east-division-002053085.html …,0,0
My AL postseason rooting order: 1. Indians 2. Astros 3. Twins 4. Yankees 5. Red Sox,0,1
My playoff rooting interests: Astros Dodgers Indians Nats Rox D-backs Twins Yankees Sox 50 feet of shit Cubs,0,1
Red Sox 6 Astros 3: Meet your American League East champs http:// dlvr.it/PrXf06,0,0
Postseason Baseball is set!! #dodgers #diamondbacks #rockies #cubs #nationals #redsox #astros … https://www. instagram.com/p/BZry98Dnke6/,1,0
Red Sox clinch AL East top Astros ... http:// bubly.us/c1mu,0,0
Red Sox clinch AL East top Astros 6-3; rematch in playoffs http:// bubly.us/c1mt,0,0
Algo muito ruim nos astros :(,0,0
Championship round Cubs over D-Backs in six Indians over Astros in five,0,1
@Astros in 7 over the @Cubs . Book it https:// twitter.com/mlbonfox/statu s/914274485573894144 …,0,0
It's the #astros @astrosharvey turn. All these teams been around forever and won a few times. Hell even Chicago finally won again! Astros,0,11
