
	0	0	
@Phillies 50 pitches for Charlie Morton; El Torito strikes out End 3rd #Astros 1 - #Phillies 0 #PhilliesTalk bat flip pic.twitter.com/O8e4u0YeWU	0	0	
@TMacPhils I miss your voice. Watching the Phils in Dallas but the Phillies feed is blacked out so we have to watch the Astros feed. Ugh!	0	0	
Astros lead the Phillies 1-0 at the end of the 3rd. Pitching: HOU C Morton, PHI N Pivetta (ESPN) http:// ift.tt/11YUSLM	0	0	
Astros lead the Phillies 1-0 at the end of the 3rd. Pitching: HOU C Morton, PHI N Pivetta (ESPN) http:// ift.tt/11YUSLM	0	0	
Cheers, Stig!	0	0	
I still have mild traumatic flashbacks to Francoeur's triple play against the Phillies in 2009.	0	10	
Astros lead the Phillies 1-0 at the end of the 3rd. Pitching: HOU C Morton, PHI N Pivetta (ESPN)	0	0	
I try	0	0	
So we're on #HugWatch right? Alex Bregman did not look hurt after that triple. #astros #TradeDeadline	1	3	
FP waxing poetic about when "the Nats took their ballpark back" from the Phillies is so sad/hilarious	0	3	
Astros can't beat the tribe	0	1	
I will, thank you!	0	1	
Astros could hold out George Springer until Friday http:// dlvr.it/PYVb9X pic.twitter.com/JsnSqEBy4l	0	0	
Phillies 0-5 RISP Nats 0-4 RISP Gonna be a great day	0	0	
On Phillies duty one more night before July live periods kick back in. Hopefully the rain stays away tonight.	0	3	
Charlie Morton - Houston Astros (3 today, 3 IP, 50 pitches)	0	1	
I feel a homerun coming soon!	0	0	
Morton escaping his own mini-mess with a couple of strikeouts #KharlieM #Astros	0	0	
Phillies have a long history with the Astros of course one of the most thrilling League Championship series in MLB history pic.twitter.com/w3UQSZmhNH	11	39	
Morton escaping his own mini-mess with a couple of strikeouts #KharlieM #Astros	0	0	
If it is a trade of Bregman, it had better be for Chris Archer #Astros	0	2	
Did Charlie Morton hate his time with the Phillies or something?	0	11	
Phillies already 0-6 w/RISP.	0	0	
Ugh thank god #Astros	0	0	
Watching the Astros with the birthday girl!!!! HAPPY BIRTHDAY Jessica Musquiz — watching astros	0	0	
Mostly Nina right @emklein25 ?	0	0	
Yeah Morton hit your 3rd batter. That was on purpose to Odubel. #Phillies #Astros	0	1	
#Astros @#Phillies [B3-3o]: Odubel Herrera (swinging; 1) RHP Charlie Morton (3) Seq: CU× ff FF FS× s3: 88.3mph Sinker/Splitter	0	0	
@astros Morton owns that inside	0	0	
calm down Morton before Hawk Harrelson comes on the air and rants about you #Phillies #Astros	0	0	
Been saying this all year the only thing that will stop this Astros team is the injury bug..	0	0	
#Astros Bregman out of the game! Maybe pulled hammy on the triple? #eatmorebananas	0	0	
Wait? What? I'm stuck watching the Phillies broadcast so I'm in the dark.	0	0	
@astros what's the deal please get the pitching straight.	0	0	
Really Morton are you trying to start a fight #Astros #AstrosTwitter	0	1	
Pivetta needs to nail someone next inning. No excuse for this. #Phillies	0	0	
Nice to see you are watching the Astros .	0	1	
A fight about to go down in this Astros game	0	0	
Beat that ASS @Indians !! Signed @astros Fans pic.twitter.com/ZhkVoR17gw	1	2	
Morton losing his control #phillies	0	0	
Not sure what a finger would do to make him trot gingerly but I did cringe watching him slide into 3rd.	0	0	
Astros 1-0 so far so excited #fordachip	0	1	
Astros ?	0	0	
RT Phillies "Houston takes a 1-0 lead in the 3rd. We'll send the top of our order to the plate in the bottom of t… https:// twitter.com/i/web/status/8 89995714755014656 … "	0	0	
RT Phillies "mycherieamour25 "	1	0	
watching Houston Astros vs Philadelphia Phillies	0	0	
Remember when Charlie Morton was a key part in the Phillies rotation last year?	0	1	
Morton wtf man #Astros	0	2	
@dickfundy how r the Astros gonna do this season? Also, r u ever going back to screen junkies?	0	0	
Fucking do something Phillies	0	0	
@Phillies Howie Kendrick hit by pitch puts runners on 1st & 2nd w/ 2 outs #PhilliesTalk Bot 3rd	0	0	
Howie Kendrick takes a pitch in between the shoulder blades. Looks to be ok but the Phillies might want to put him in bubblewrap	1	1	
Assuming Keuchel picks up where he left off, I have faith in exactly one starter in a big game right now #Astros	0	0	
You spelled Astros wrong Bucci!	0	1	
Have the entire team hurt so they are fresh for the playoffs. #Astros pic.twitter.com/3s2QGk6uEB	57	113	
@astros @blummer27 would love to see an established reliever right or left hand even a Neshak type or a mature closure to offset Giles	0	0	
